BARCAŚ	(.|#|)bartsaS(.|#|)
WUŠYŠLILI	(.|#|)wuS1Slili(.|#|)
WUŠĆAŃMEJ	(.|#|)wuStSajnmej(.|#|)
WUŠĆIPAŁEJ	(.|#|)wuStSipawej(.|#|)
WUŠĆOKOWALI	(.|#|)wuStSOkOwali(.|#|)
WUŠĆOKOWALI	(.|#|)wuStSOkowali(.|#|)
WUŠĆURNUČKEMU	(.|#|)wuStSurnutSkEmu(.|#|)
WUŠĆUWAŚ	(.|#|)wuStSuwaS(.|#|)
WUŠĆĚRANE	(.|#|)wuStSjiranE(.|#|)
WUŹ	(.|#|)wuZ(.|#|)
WUŹAKARJOWU	(.|#|)wuZakarjOwu(.|#|)
WUŹAKARJOWU	(.|#|)wuZakarjowu(.|#|)
WUŹARSKI	(.|#|)wuZarski(.|#|)
WUŹARŽENJAM	(.|#|)wuZarZEnjam(.|#|)
WUŹARŽNEGO	(.|#|)wuZarZnEgO(.|#|)
WUŹARŽTEJ	(.|#|)wuZarZtej(.|#|)
WUŹARŽYLI	(.|#|)wuZarZ1li(.|#|)
WUŹASETKUJŚO	(.|#|)wuZasEtkujSO(.|#|)
WUŹATE	(.|#|)wuZatE(.|#|)
WUŹAŁO	(.|#|)wuZawO(.|#|)
WUŹAŔSKI	(.|#|)wuZarski(.|#|)
WUŹAŚ	(.|#|)wuZaS(.|#|)
WUŹENJOMA	(.|#|)wuZEnjOma(.|#|)
WUŹIMANU	(.|#|)wuZimanu(.|#|)
WUŹIWIZNJONEMU	(.|#|)wuZiwiznjOnEmu(.|#|)
WUŹNIKAMI	(.|#|)wuZnikami(.|#|)
WUŹONA	(.|#|)wuZOna(.|#|)
WUŹĚLOWARJOMA	(.|#|)wuZjilOwarjOma(.|#|)
WUŹĚLOWARJOMA	(.|#|)wuZjilowarjOma(.|#|)
WUŹĚRATEM	(.|#|)wuZjiratEm(.|#|)
WUŹĚRAŁU	(.|#|)wuZjirawu(.|#|)
WUŹĚRAŁY	(.|#|)wuZjiraw1(.|#|)
WUŹĚRKOWANEM	(.|#|)wuZjirkOwanEm(.|#|)
WUŹĚRKOWANEM	(.|#|)wuZjirkowanEm(.|#|)
WUŹĚRTACH	(.|#|)wuZjirtax(.|#|)
WUŹĚRTAŚ	(.|#|)wuZjirtaS(.|#|)
WUŹĚSECYMI	(.|#|)wuZjisEts1mi(.|#|)
WUŹĚSENJE	(.|#|)wuZjisEn(j|)E(.|#|)
WUŹĚSMEJ	(.|#|)wuZjismej(.|#|)
WUŹĚSOWAŁO	(.|#|)wuZjisOwawO(.|#|)
WUŹĚSOWAŁO	(.|#|)wuZjisowawO(.|#|)
WUŹĚSOWAŚ	(.|#|)wuZjisOwaS(.|#|)
WUŹĚSOWAŚ	(.|#|)wuZjisowaS(.|#|)
WUŹĚŁAŠĆO	(.|#|)wuZjiwaStSO(.|#|)
WUŹĚŁCE	(.|#|)wuZjiwtsE(.|#|)
WUŹĚŚENI	(.|#|)wuZjiSEni(.|#|)
WUŽ	(.|#|)wuS(.|#|)
WUŽADŁAWJONEJU	(.|#|)wuZadwaujOneju(.|#|)
WUŽAGLONEJ	(.|#|)wuZaglOnej(.|#|)
WUŽAŁBUJU	(.|#|)wuZawbuju(.|#|)
WUŽAŔ	(.|#|)wuZar(.|#|)
WUŽBÓŽOWARKAMI	(.|#|)wuZbUZOwarkami(.|#|)
WUŽBÓŽOWARKAMI	(.|#|)wuZbUZowarkami(.|#|)
WUŽEBRJONEJ	(.|#|)wuZEbrjOnej(.|#|)
WUŽEJOM	(.|#|)wuZejOm(.|#|)
WUŽERU	(.|#|)wuZEru(.|#|)
WUŽET	(.|#|)wuZEt(.|#|)
WUŽETYMI	(.|#|)wuZEt1mi(.|#|)
WUŽEŁO	(.|#|)wuZEwO(.|#|)
WUŽEŃ	(.|#|)wuZEjn(.|#|)
WUŽEŃ	(.|#|)wuZen(.|#|)
WUŽEŔŚO	(.|#|)wuZErSO(.|#|)
WUŽEŚE	(.|#|)wuZESE(.|#|)
WUŽEŚOWU	(.|#|)wuZESOwu(.|#|)
WUŽEŚOWU	(.|#|)wuZESowu(.|#|)
WUŽEŚU	(.|#|)wuZESu(.|#|)
WUŽEŠTEJ	(.|#|)wuZEStej(.|#|)
WUŽMJETOSĆI	(.|#|)wuZmjEtOstSi(.|#|)
WUŽMJETOSĆI	(.|#|)wuZmjEtOStSi(.|#|)
WUŽOGNUJŚO	(.|#|)wuZOgnujSO(.|#|)
WUŽOJU	(.|#|)wuZOju(.|#|)
WUŽRAT	(.|#|)wuZrat(.|#|)
WUŽRAWAKOMA	(.|#|)wuZrawakOma(.|#|)
WUŽRAWAKOMA	(.|#|)wuZrawakUma(.|#|)
WUŽRĚBICHU	(.|#|)wuZrjibixu(.|#|)
WUŽRĚBICHU	(.|#|)wuZrjibiCu(.|#|)
WUŽRĚBIŁ	(.|#|)wuZrjibiu(.|#|)
WUŽRĚBYJOŠ	(.|#|)wuZrjib1jOS(.|#|)
WUŽRĚDLONEMU	(.|#|)wuZrjidlOnEmu(.|#|)
WUŽRĚŁEJ	(.|#|)wuZrjiwej(.|#|)
WUŽUCHMEJ	(.|#|)wuZuxmej(.|#|)
WUŽULI	(.|#|)wuZuli(.|#|)
WUŽUMAŠTEJ	(.|#|)wuZumaStej(.|#|)
WUŽUMLENJOW	(.|#|)wuZumlEnjO(.|#|)
WUŽUMLENJOW	(.|#|)wuZumlEnjo(.|#|)
WUŽUTYMA	(.|#|)wuZut1ma(.|#|)
WUŽUŁEJ	(.|#|)wuZuwej(.|#|)
WUŽUŚACH	(.|#|)wuZuSax(.|#|)
WUŽUŚOW	(.|#|)wuZuSO(.|#|)
WUŽUŚOW	(.|#|)wuZuSo(.|#|)
WUŽUŚU	(.|#|)wuZuSu(.|#|)
WUŽUŠĆO	(.|#|)wuZuStSO(.|#|)
WUŽWANKLICH	(.|#|)wuZwanklix(.|#|)
WUŽWANKLICH	(.|#|)wuZwankliC(.|#|)
WUŽWATORJONYM	(.|#|)wuZwatOrjOn1m(.|#|)
WUŽYSCE	(.|#|)wuZ1stsE(.|#|)
WUŽYTEM	(.|#|)wuZ1tEm(.|#|)
WUŽYTKOWANA	(.|#|)wuZ1tkOwana(.|#|)
WUŽYTKOWANA	(.|#|)wuZ1tkowana(.|#|)
WUŽYTY	(.|#|)wuZ1t1(.|#|)
WUŽYWABNEJU	(.|#|)wuZ1wabneju(.|#|)
WUŽYWIŁEJ	(.|#|)wuZ1wiwej(.|#|)
WUŽYWIŠĆO	(.|#|)wuZ1wiStSO(.|#|)
WUŽYWŚO	(.|#|)wuZ1uSO(.|#|)
WUŽŁOBJAŁO	(.|#|)wuZwObjawO(.|#|)
WUŽŁOBJUJUCA	(.|#|)wuZwObjujutsa(.|#|)
WUŽŁOBTEJ	(.|#|)wuZwObtej(.|#|)
WY	(.|#|)w1(.|#|)
WYKANYCH	(.|#|)w1kan1x(.|#|)
WYLAMY	(.|#|)w1lam1(.|#|)
WYLAMY	(.|#|)w1lamU(.|#|)
WYLEMAM	(.|#|)w1lEmam(.|#|)
WYLEMOJSKEM	(.|#|)w1lEmOjskEm(.|#|)
WYLEMOJSKEM	(.|#|)w1lEmUjskEm(.|#|)
WYLIJOMA	(.|#|)w1lijOma(.|#|)
WYMÓŽNIKOJSKEM	(.|#|)w1mUZnikOjskEm(.|#|)
WYRC	(.|#|)w1rts(.|#|)
WYRCTEJ	(.|#|)w1rtstej(.|#|)
WYRCĆO	(.|#|)w1rtstSO(.|#|)
WYRGLALI	(.|#|)w1rglali(.|#|)
WYRGLAŁA	(.|#|)w1rglawa(.|#|)
WYRGLAŚ	(.|#|)w1rglaS(.|#|)
WYRGLIŁO	(.|#|)w1rgliwO(.|#|)
WYRKAJUCU	(.|#|)w1rkajutsu(.|#|)
WYRLITEJ	(.|#|)w1rlitej(.|#|)
WYTPARSKICH	(.|#|)w1tparskix(.|#|)
WYTPARSKICH	(.|#|)w1tparskiC(.|#|)
WYŠCE	(.|#|)w1StsE(.|#|)
WYŠK	(.|#|)w1Sk(.|#|)
WYŠKI	(.|#|)w1Ski(.|#|)
WYŽNJONEMU	(.|#|)w1ZnjOnEmu(.|#|)
WZDA	(.|#|)zda(.|#|)
WZDACH	(.|#|)zdax(.|#|)
WZDAJ	(.|#|)zdaj(.|#|)
WZDANYM	(.|#|)zdan1m(.|#|)
WZDAT	(.|#|)zdat(.|#|)
WZDAŁ	(.|#|)zdau(.|#|)
WZDAŚ	(.|#|)zdaS(.|#|)
WZE	(.|#|)zE(.|#|)
WZECH	(.|#|)zEx(.|#|)
WZECH	(.|#|)zEC(.|#|)
WZEJ	(.|#|)zej(.|#|)
WZEJO	(.|#|)zejO(.|#|)
WZELI	(.|#|)zEli(.|#|)
WZET	(.|#|)zEt(.|#|)
WZETEGO	(.|#|)zEtEgO(.|#|)
WZETYCH	(.|#|)zEt1x(.|#|)
WZEŁ	(.|#|)zEw(.|#|)
WZEŁA	(.|#|)zEwa(.|#|)
WZEŚ	(.|#|)zES(.|#|)
WÓ	(.|#|)wU(.|#|)
WÓC	(.|#|)wUts(.|#|)
WÓCAKOWAŚ	(.|#|)wUtsakOwaS(.|#|)
WÓCAKOWAŚ	(.|#|)wUtsakowaS(.|#|)
WÓCAKUJUCA	(.|#|)wUtsakujutsa(.|#|)
WÓCARNJENJU	(.|#|)wUtsarn(j|)Enju(.|#|)
WÓCEPKAMI	(.|#|)wUtsEpkami(.|#|)
WÓCERWJENJENIM	(.|#|)wUtsErw(j|)En(j|)Enim(.|#|)
WÓCESANI	(.|#|)wUtsEsani(.|#|)
WÓCESLIŚ	(.|#|)wUtsEsliS(.|#|)
WÓCKO	(.|#|)wUtskO(.|#|)
WÓCKUJUCYMI	(.|#|)wUtskujuts1mi(.|#|)
WÓCL	(.|#|)wUtsl(.|#|)
WÓCLANE	(.|#|)wUtslanE(.|#|)
WÓCLE	(.|#|)wUtslE(.|#|)
WÓCLOWU	(.|#|)wUtslOwu(.|#|)
WÓCLOWU	(.|#|)wUtslowu(.|#|)
WÓCLU	(.|#|)wUtslu(.|#|)
WÓCUZBNJONY	(.|#|)wUtsuzbnjOn1(.|#|)
WÓCUŚETOSĆOWU	(.|#|)wUtsuSEtOstSOwu(.|#|)
WÓCUŚETOSĆOWU	(.|#|)wUtsuSEtOStSowu(.|#|)
WÓCUŚEŁ	(.|#|)wUtsuSEw(.|#|)
WÓCUŚEŚ	(.|#|)wUtsuSES(.|#|)
WÓCUŚEŠĆO	(.|#|)wUtsuSEStSO(.|#|)
WÓCUŚOWANYMI	(.|#|)wUtsuSOwan1mi(.|#|)
WÓCUŚOWANYMI	(.|#|)wUtsuSowan1mi(.|#|)
WÓCUŚUJOM	(.|#|)wUtsuSujOm(.|#|)
WÓCYNICHMY	(.|#|)wUts1nixm1(.|#|)
WÓCYNICHMY	(.|#|)wUts1niCmU(.|#|)
WÓCYNIŚ	(.|#|)wUts1niS(.|#|)
WÓCYNJAK	(.|#|)wUts1njak(.|#|)
WÓCYSĆONEMU	(.|#|)wUts1stSOnEmu(.|#|)
WÓCYSĆĆO	(.|#|)wUts1stSO(.|#|)
WÓD	(.|#|)wUt(.|#|)
WÓDAWAŁO	(.|#|)wUdawawO(.|#|)
WÓDAŁA	(.|#|)wUdawa(.|#|)
WÓDAŚE	(.|#|)wUdaSE(.|#|)
WÓDCE	(.|#|)wUdtsE(.|#|)
WÓDKACH	(.|#|)wUtkax(.|#|)
WÓDLEJ	(.|#|)wUdlej(.|#|)
WÓDNICU	(.|#|)wUdnitsu(.|#|)
WÓDOBALA	(.|#|)wUdObala(.|#|)
WÓDOGÓSPODARSTWOW	(.|#|)wUdOgUspOdarstwO(.|#|)
WÓDOGÓSPODARSTWOW	(.|#|)wUdOgUspOdarstwo(.|#|)
WÓDOGÓSPODAŔSTWOW	(.|#|)wUdOgUspOdarstwO(.|#|)
WÓDOGÓSPODAŔSTWOW	(.|#|)wUdOgUspOdarstwo(.|#|)
WÓDOPAŹE	(.|#|)wUdOpaZE(.|#|)
WÓDOROWNEJE	(.|#|)wUdOrOunejE(.|#|)
WÓDOROWNEJE	(.|#|)wUdOrounejE(.|#|)
WÓDOSŁONAMI	(.|#|)wUdOswOnami(.|#|)
WÓDOWÓDAM	(.|#|)wUdOwUdam(.|#|)
WÓDOWÓDAM	(.|#|)wUdowUdam(.|#|)
WÓDRIŃSKEJE	(.|#|)wUdrinskejE(.|#|)
WÓDRĚMNIMY	(.|#|)wUdrjimnim1(.|#|)
WÓDRĚMNIMY	(.|#|)wUdrjimnimU(.|#|)
WÓDRĚMNJENJE	(.|#|)wUdrjimn(j|)En(j|)E(.|#|)
WÓDUCHYTAKI	(.|#|)wUdux1taki(.|#|)
WÓDULICAKAM	(.|#|)wUdulitsakam(.|#|)
WÓDUMILINARNJOW	(.|#|)wUdumilinarnjO(.|#|)
WÓDUMILINARNJOW	(.|#|)wUdumilinarnjo(.|#|)
WÓDUMILINAŔNJOW	(.|#|)wUdumilinarnjO(.|#|)
WÓDUMILINAŔNJOW	(.|#|)wUdumilinarnjo(.|#|)
WÓDUMUŚENJAMI	(.|#|)wUdumuSEnjami(.|#|)
WÓDUPJONU	(.|#|)wUdupjOnu(.|#|)
WÓDUPŚO	(.|#|)wUdupSO(.|#|)
WÓDUWÓTPUŠĆEŃSKEGO	(.|#|)wUduwUtpuStSEjnskEgO(.|#|)
WÓDUWÓTPUŠĆEŃSKEGO	(.|#|)wUduwUtpuStSejnskEgO(.|#|)
WÓDUŁA	(.|#|)wUduwa(.|#|)
WÓDYCHNJENJE	(.|#|)wUd1xn(j|)En(j|)E(.|#|)
WÓDYCHNUŁEJ	(.|#|)wUd1xnuwej(.|#|)
WÓDYNJASARJOJU	(.|#|)wUd1njasarjOju(.|#|)
WÓDYŠE	(.|#|)wUd1SE(.|#|)
WÓDŁYPUJUCE	(.|#|)wUdw1pujutsE(.|#|)
WÓJAGNIŠTEJ	(.|#|)wUjagniStej(.|#|)
WÓJANJE	(.|#|)wUjan(j|)E(.|#|)
WÓJARJU	(.|#|)wUjarju(.|#|)
WÓJAŔ	(.|#|)wUjar(.|#|)
WÓJCARSTWOM	(.|#|)wUjtsarstwOm(.|#|)
WÓJCAŔ	(.|#|)wUjtsar(.|#|)
WÓJCAŔSTWOM	(.|#|)wUjtsarstwOm(.|#|)
WÓJCECEJ	(.|#|)wUjtsEtsej(.|#|)
WÓJCESTŚIGARJA	(.|#|)wUjtsEstSigarja(.|#|)
WÓJCEŃCACH	(.|#|)wUjtsEjntsax(.|#|)
WÓJCEŃCACH	(.|#|)wUjtsejntsax(.|#|)
WÓJCKOW	(.|#|)wUjtskO(.|#|)
WÓJCKOW	(.|#|)wUjtsko(.|#|)
WÓJCNEM	(.|#|)wUjtsnEm(.|#|)
WÓJDU	(.|#|)wUjdu(.|#|)
WÓJEBACHMY	(.|#|)wUjEbaxm1(.|#|)
WÓJEBACHMY	(.|#|)wUjEbaxmU(.|#|)
WÓJISKOMA	(.|#|)wUjiskOma(.|#|)
WÓJISKOMA	(.|#|)wUjiskUma(.|#|)
WÓJK	(.|#|)wUjk(.|#|)
WÓJNARJACH	(.|#|)wUjnarjax(.|#|)
WÓJNCARJOWU	(.|#|)wUjntsarjOwu(.|#|)
WÓJNCARJOWU	(.|#|)wUjntsarjowu(.|#|)
WÓJNCE	(.|#|)wUjntsE(.|#|)
WÓJNK	(.|#|)wUjnk(.|#|)
WÓJNKOW	(.|#|)wUjnkO(.|#|)
WÓJNKOW	(.|#|)wUjnko(.|#|)
WÓJNSKIM	(.|#|)wUjnskim(.|#|)
WÓJNUPŚIPOWĚŹENIM	(.|#|)wUjnupSipOujiZEnim(.|#|)
WÓJNUPŚIPOWĚŹENIM	(.|#|)wUjnupSipoujiZEnim(.|#|)
WÓJOWANIŠĆO	(.|#|)wUjOwaniStSO(.|#|)
WÓJOWANIŠĆO	(.|#|)wUjowaniStSO(.|#|)
WÓJSCE	(.|#|)wUjstsE(.|#|)
WÓJT	(.|#|)wUjt(.|#|)
WÓJTCE	(.|#|)wUjttsE(.|#|)
WÓJTICE	(.|#|)wUjtitsE(.|#|)
WÓJTIKAM	(.|#|)wUjtikam(.|#|)
WÓJTKAMI	(.|#|)wUjtkami(.|#|)
WÓJTKU	(.|#|)wUjtku(.|#|)
WÓJWAŃSKEM	(.|#|)wUjwajnskEm(.|#|)
WÓJWODACH	(.|#|)wUjwOdax(.|#|)
WÓJWODCE	(.|#|)wUjwOdtsE(.|#|)
WÓJWODSTWOW	(.|#|)wUjwOtstwO(.|#|)
WÓJWODSTWOW	(.|#|)wUjwOtstwo(.|#|)
WÓJWODY	(.|#|)wUjwOd1(.|#|)
WÓJWOŹE	(.|#|)wUjwOZE(.|#|)
WÓJĚMEJ	(.|#|)wUjjimej(.|#|)
WÓJĚZDNY	(.|#|)wUjjizdn1(.|#|)
WÓJĚZĆO	(.|#|)wUjjiztSO(.|#|)
WÓJĚŁ	(.|#|)wUjji(.|#|)
WÓJĚŚ	(.|#|)wUjjiS(.|#|)
WÓJĚŠTEJ	(.|#|)wUjjiStej(.|#|)
WÓJĚŠĆO	(.|#|)wUjjiStSO(.|#|)
WÓJŚ	(.|#|)wUjS(.|#|)
WÓJŚCE	(.|#|)wUjStsE(.|#|)
WÓJŚECHA	(.|#|)wUjSExa(.|#|)
WÓJŚECHA	(.|#|)wUjSECa(.|#|)
WÓJŚEŠE	(.|#|)wUjSESE(.|#|)
WÓJŚIKAMI	(.|#|)wUjSikami(.|#|)
WÓJŚKACH	(.|#|)wUjSkax(.|#|)
WÓJŚKI	(.|#|)wUjSki(.|#|)
WÓJŚKOJU	(.|#|)wUjSkOju(.|#|)
WÓJŚKU	(.|#|)wUjSku(.|#|)
WÓJŚOJU	(.|#|)wUjSOju(.|#|)
WÓJŠEŁ	(.|#|)wUjSEw(.|#|)
WÓJŹ	(.|#|)wUjZ(.|#|)
WÓL	(.|#|)wUl(.|#|)
WÓLALI	(.|#|)wUlali(.|#|)
WÓLAPJOMEJ	(.|#|)wUlapjOmej(.|#|)
WÓLAWOW	(.|#|)wUlawO(.|#|)
WÓLAWOW	(.|#|)wUlawo(.|#|)
WÓLAŽCECA	(.|#|)wUlaZtsEtsa(.|#|)
WÓLAŽCENJA	(.|#|)wUlaZtsEnja(.|#|)
WÓLAŽCUJUCYMI	(.|#|)wUlaZtsujuts1mi(.|#|)
WÓLAŽCYCH	(.|#|)wUlaZts1x(.|#|)
WÓLAŽCYŠĆO	(.|#|)wUlaZts1StSO(.|#|)
WÓLAŽCĆO	(.|#|)wUlaZtstSO(.|#|)
WÓLBNOOBLIGATORISKA	(.|#|)wUlbnObligatOriska(.|#|)
WÓLBORU	(.|#|)wUlbOru(.|#|)
WÓLCE	(.|#|)wUltsE(.|#|)
WÓLEJKARJACH	(.|#|)wUlejkarjax(.|#|)
WÓLENJENJEJU	(.|#|)wUlEn(j|)En(j|)eju(.|#|)
WÓLENULI	(.|#|)wUlEnuli(.|#|)
WÓLENUT	(.|#|)wUlEnut(.|#|)
WÓLEŃCAMI	(.|#|)wUlEjntsami(.|#|)
WÓLEŃCAMI	(.|#|)wUlejntsami(.|#|)
WÓLEŃKAŔ	(.|#|)wUlEjnkar(.|#|)
WÓLEŃKAŔ	(.|#|)wUlenkar(.|#|)
WÓLEŚEŁO	(.|#|)wUlESEwO(.|#|)
WÓLEŠNISKA	(.|#|)wUlESniska(.|#|)
WÓLINANJOW	(.|#|)wUlinanjO(.|#|)
WÓLINANJOW	(.|#|)wUlinanjo(.|#|)
WÓLISKACH	(.|#|)wUliskax(.|#|)
WÓLIŽOŚO	(.|#|)wUliZOSO(.|#|)
WÓLKEMU	(.|#|)wUlkEmu(.|#|)
WÓLKICH	(.|#|)wUlkix(.|#|)
WÓLKICH	(.|#|)wUlkiC(.|#|)
WÓLKOWU	(.|#|)wUlkOwu(.|#|)
WÓLKOWU	(.|#|)wUlkowu(.|#|)
WÓLODOWAŚ	(.|#|)wUlOdOwaS(.|#|)
WÓLODOWAŚ	(.|#|)wUlOdowaS(.|#|)
WÓLSK	(.|#|)wUlsk(.|#|)
WÓLSKE	(.|#|)wUlskE(.|#|)
WÓLĚKOWATEJU	(.|#|)wUljikOwateju(.|#|)
WÓLĚKOWATEJU	(.|#|)wUljikowateju(.|#|)
WÓLĚTAŚ	(.|#|)wUljitaS(.|#|)
WÓLĚWA	(.|#|)wUljiwa(.|#|)
WÓLĚZECHMY	(.|#|)wUljizExm1(.|#|)
WÓLĚZECHMY	(.|#|)wUl1zECmU(.|#|)
WÓLĚZOMY	(.|#|)wUljizOm1(.|#|)
WÓLĚZOMY	(.|#|)wUl1zOmU(.|#|)
WÓLĚZŁEJ	(.|#|)wUljizwej(.|#|)
WÓLĚZŁEJ	(.|#|)wUl1zwej(.|#|)
WÓLĚZŁO	(.|#|)wUljizwO(.|#|)
WÓLĚZŁO	(.|#|)wUl1zwO(.|#|)
WÓLŠANACH	(.|#|)wUlSanax(.|#|)
WÓLŠCE	(.|#|)wUlStsE(.|#|)
WÓLŠKI	(.|#|)wUlSki(.|#|)
WÓLŠKOW	(.|#|)wUlSkO(.|#|)
WÓLŠKOW	(.|#|)wUlSko(.|#|)
WÓLŠKU	(.|#|)wUlSku(.|#|)
WÓLŠNICY	(.|#|)wUlSnits1(.|#|)
WÓLŠOWATEJ	(.|#|)wUlSOwatej(.|#|)
WÓLŠOWATEJ	(.|#|)wUlSowatej(.|#|)
WÓLŠYCAMI	(.|#|)wUlS1tsami(.|#|)
WÓLŠYNCE	(.|#|)wUlS1ntsE(.|#|)
WÓLŠYŃSKIMA	(.|#|)wUlS1jnskima(.|#|)
WÓMACHOM	(.|#|)wUmaxOm(.|#|)
WÓMAŠE	(.|#|)wUmaSE(.|#|)
WÓN	(.|#|)wUn(.|#|)
WÓN	(.|#|)wUjn(.|#|)
WÓNDAKOJU	(.|#|)wUndakOju(.|#|)
WÓNEGO	(.|#|)wUnEgO(.|#|)
WÓNEJ	(.|#|)wUnej(.|#|)
WÓNEM	(.|#|)wUnEm(.|#|)
WÓNGANO	(.|#|)wUnganO(.|#|)
WÓNIMJONEMU	(.|#|)wUnimjOnEmu(.|#|)
WÓNJECESĆICH	(.|#|)wUn(j|)EtsEstSix(.|#|)
WÓNJECESĆICH	(.|#|)wUn(j|)EtsEStSiC(.|#|)
WÓNJECESĆMY	(.|#|)wUn(j|)EtsEstSm1(.|#|)
WÓNJECESĆMY	(.|#|)wUn(j|)EtsEStSmU(.|#|)
WÓNJENJOW	(.|#|)wUn(j|)EnjO(.|#|)
WÓNJENJOW	(.|#|)wUn(j|)Enjo(.|#|)
WÓNOSONYMA	(.|#|)wUnOsOn1ma(.|#|)
WÓNOŹARJU	(.|#|)wUnOZarju(.|#|)
WÓNOŹAWOMA	(.|#|)wUnOZawOma(.|#|)
WÓNOŹENIM	(.|#|)wUnOZEnim(.|#|)
WÓNOŹETE	(.|#|)wUnOZEtE(.|#|)
WÓNOŹEŚ	(.|#|)wUnOZES(.|#|)
WÓNOŹICAM	(.|#|)wUnOZitsam(.|#|)
WÓNY	(.|#|)wUn1(.|#|)
WÓNYCHOJCAM	(.|#|)wUn1xOjtsam(.|#|)
WÓNYM	(.|#|)wUn1m(.|#|)
WÓRARJU	(.|#|)wUrarju(.|#|)
WÓRDMUŚE	(.|#|)wUrdmuSE(.|#|)
WÓRJELE	(.|#|)wUr(j|)ElE(.|#|)
WÓRJEŁAMI	(.|#|)wUr(j|)Ewami(.|#|)
WÓRJEŁOJU	(.|#|)wUr(j|)EwOju(.|#|)
WÓRJEŁOM	(.|#|)wUr(j|)EwOm(.|#|)
WÓRJEŁOW	(.|#|)wUr(j|)EwO(.|#|)
WÓRJEŁOW	(.|#|)wUr(j|)Ewo(.|#|)
WÓRJEŁU	(.|#|)wUr(j|)Ewu(.|#|)
WÓRJEŁY	(.|#|)wUr(j|)Ew1(.|#|)
WÓRJEŠKI	(.|#|)wUr(j|)ESki(.|#|)
WÓRJEŠNINAMI	(.|#|)wUr(j|)ESninami(.|#|)
WÓRJEŠYNKA	(.|#|)wUr(j|)ES1nka(.|#|)
WÓRLICANYMI	(.|#|)wUrlitsan1mi(.|#|)
WÓROWNOWALI	(.|#|)wUrOunOwali(.|#|)
WÓROWNOWALI	(.|#|)wUrounowali(.|#|)
WÓRSULOW	(.|#|)wUrsulO(.|#|)
WÓRSULOW	(.|#|)wUrsulo(.|#|)
WÓRTEJI	(.|#|)wUrtei(.|#|)
WÓRTEJI	(.|#|)wUrte(.|#|)
WÓRTYJACH	(.|#|)wUrt1jax(.|#|)
WÓRTYJI	(.|#|)wUrt1ji(.|#|)
WÓRTYJI	(.|#|)wUrt1j(.|#|)
WÓRUBUJUCYMI	(.|#|)wUrubujuts1mi(.|#|)
WÓRUMOWACH	(.|#|)wUrumOwax(.|#|)
WÓRUMOWACH	(.|#|)wUrumowax(.|#|)
WÓRYJMY	(.|#|)wUr1jm1(.|#|)
WÓRYJMY	(.|#|)wUr1jmU(.|#|)
WÓRYJNJONY	(.|#|)wUr1jnjOn1(.|#|)
WÓRYJNJONYCH	(.|#|)wUr1jnjOn1x(.|#|)
WÓRYTA	(.|#|)wUr1ta(.|#|)
WÓRYWAJUCYCH	(.|#|)wUr1wajuts1x(.|#|)
WÓRĚŠOWANJOW	(.|#|)wUrjiSOwanjO(.|#|)
WÓRĚŠOWANJOW	(.|#|)wUrjiSowanjo(.|#|)
WÓRŠLACH	(.|#|)wUrSlax(.|#|)
WÓRŠLE	(.|#|)wUrSlE(.|#|)
WÓRŠLOW	(.|#|)wUrSlO(.|#|)
WÓRŠLOW	(.|#|)wUrSlo(.|#|)
WÓRŠULE	(.|#|)wUrSulE(.|#|)
WÓS	(.|#|)wUs(.|#|)
WÓSADNIK	(.|#|)wUsadnik(.|#|)
WÓSAJŹANEJE	(.|#|)wUsajZanejE(.|#|)
WÓSAŹINY	(.|#|)wUsaZin1(.|#|)
WÓSCAŚ	(.|#|)wUstsaS(.|#|)
WÓSCMY	(.|#|)wUstsm1(.|#|)
WÓSCMY	(.|#|)wUstsmU(.|#|)
WÓSCTEJ	(.|#|)wUststej(.|#|)
WÓSCYJ	(.|#|)wUsts1j(.|#|)
WÓSCYNJAŁEJ	(.|#|)wUsts1njawej(.|#|)
WÓSCĆO	(.|#|)wUststSO(.|#|)
WÓSEBARSTWAM	(.|#|)wUsEbarstwam(.|#|)
WÓSEBAŔ	(.|#|)wUsEbar(.|#|)
WÓSEBAŔSTWAM	(.|#|)wUsEbarstwam(.|#|)
WÓSEBIMY	(.|#|)wUsEbim1(.|#|)
WÓSEBIMY	(.|#|)wUsEbimU(.|#|)
WÓSEBNE	(.|#|)wUsEbnE(.|#|)
WÓSEBTEJ	(.|#|)wUsEbtej(.|#|)
WÓSEBŚO	(.|#|)wUsEbSO(.|#|)
WÓSEKI	(.|#|)wUsEki(.|#|)
WÓSENJUJUCEJE	(.|#|)wUsEnjujutsejE(.|#|)
WÓSETOWEJU	(.|#|)wUsEtOweju(.|#|)
WÓSETOWEJU	(.|#|)wUsEtoweju(.|#|)
WÓSEŁO	(.|#|)wUsEwO(.|#|)
WÓSEŃCKEMU	(.|#|)wUsEjntskEmu(.|#|)
WÓSEŃCKEMU	(.|#|)wUsejntskEmu(.|#|)
WÓSEŃSKI	(.|#|)wUsEjnski(.|#|)
WÓSEŃSKI	(.|#|)wUsejnski(.|#|)
WÓSEŃŚO	(.|#|)wUsEjnSO(.|#|)
WÓSEŃŚO	(.|#|)wUsejnSO(.|#|)
WÓSEŔMEJ	(.|#|)wUsErmej(.|#|)
WÓSK	(.|#|)wUsk(.|#|)
WÓSKAMI	(.|#|)wUskami(.|#|)
